Species;PictureNumberTrain;IndividualPlantNumberTrain;PictureNumberTest;IndividualPlantNumberTest;PictureNumberAll;IndividualPlantNumberAll;1366945452806__MICA-run1_OfficialScore_InverseRank;1366971577662__MICA-run2_OfficialScore_InverseRank;1367338673606__outputCLEFTestMean_OfficialScore_InverseRank;1367338771296__outputCLEFTestMax_OfficialScore_InverseRank;1367592085169__LAPI_run1_OfficialScore_InverseRank;1367925811122__plantnet_inria_run1_OfficialScore_InverseRank;1367926056487__plantnet_inria_run2_OfficialScore_InverseRank;1367926326223__plantnet_inria_run3_OfficialScore_InverseRank;1367946058774__LirisReVeS_run1_OfficialScore_InverseRank;1367946215062__LirisReVeS_run2_OfficialScore_InverseRank;1367974757413__SCG USP_run1_OfficialScore_InverseRank;1367975837452__SCG USP_run2_OfficialScore_InverseRank;1368002237443__AgSPPR_run1_OfficialScore_InverseRank;1368028158605__run_wiki_sum_3_OfficialScore_InverseRank;1368030128394__run_author10_GSP10_lire80_OfficialScore_InverseRank;1368030994722__run_lire_naivebayes_OfficialScore_InverseRank;1368031342488__run_wiki_max_1_OfficialScore_InverseRank;1368032808839__all_siftcopphsv_cca_OfficialScore_InverseRank;1368033933190__SCG USP_run3_OfficialScore_InverseRank;1368034466828__new_100_OfficialScore_InverseRank;1368038646069__DBISForMaT_run1_train2012_svm_Scan4_Photo2_1_2_3_OfficialScore_InverseRank;1368038721036__DBISForMaT_run2_train2012_svm_Scan12_Photo4_-_1_4_OfficialScore_InverseRank;1368041641333__run2_OfficialScore_InverseRank;1368041861286__run3_OfficialScore_InverseRank;1368045672892__DBISForMaT_run3_crossval2013_svm_feature4_config60_1_2_3_OfficialScore_InverseRank;1368045820175__DBISForMaT_run4_crossval2013_svm_feature5_config80_Photo14_1_3_3_OfficialScore_InverseRank;1368049985079__plantnet_inria_run4_OfficialScore_InverseRank;1368050270540__SCG USP_run4_OfficialScore_InverseRank;1368063045390__AgSPPR_run2_OfficialScore_InverseRank;1368066775910__AgSPPR_run3_OfficialScore_InverseRank;1368093262111__Run3_OfficialScore_InverseRank;1368163545166__Sabanci-Okan-Run1_OfficialScore_InverseRank;1368165605197__new2_100_OfficialScore_InverseRank;1366945452806__MICA-run1_OfficialScore_Top1AsImageCLEF2011;1366971577662__MICA-run2_OfficialScore_Top1AsImageCLEF2011;1367338673606__outputCLEFTestMean_OfficialScore_Top1AsImageCLEF2011;1367338771296__outputCLEFTestMax_OfficialScore_Top1AsImageCLEF2011;1367592085169__LAPI_run1_OfficialScore_Top1AsImageCLEF2011;1367925811122__plantnet_inria_run1_OfficialScore_Top1AsImageCLEF2011;1367926056487__plantnet_inria_run2_OfficialScore_Top1AsImageCLEF2011;1367926326223__plantnet_inria_run3_OfficialScore_Top1AsImageCLEF2011;1367946058774__LirisReVeS_run1_OfficialScore_Top1AsImageCLEF2011;1367946215062__LirisReVeS_run2_OfficialScore_Top1AsImageCLEF2011;1367974757413__SCG USP_run1_OfficialScore_Top1AsImageCLEF2011;1367975837452__SCG USP_run2_OfficialScore_Top1AsImageCLEF2011;1368002237443__AgSPPR_run1_OfficialScore_Top1AsImageCLEF2011;1368028158605__run_wiki_sum_3_OfficialScore_Top1AsImageCLEF2011;1368030128394__run_author10_GSP10_lire80_OfficialScore_Top1AsImageCLEF2011;1368030994722__run_lire_naivebayes_OfficialScore_Top1AsImageCLEF2011;1368031342488__run_wiki_max_1_OfficialScore_Top1AsImageCLEF2011;1368032808839__all_siftcopphsv_cca_OfficialScore_Top1AsImageCLEF2011;1368033933190__SCG USP_run3_OfficialScore_Top1AsImageCLEF2011;1368034466828__new_100_OfficialScore_Top1AsImageCLEF2011;1368038646069__DBISForMaT_run1_train2012_svm_Scan4_Photo2_1_2_3_OfficialScore_Top1AsImageCLEF2011;1368038721036__DBISForMaT_run2_train2012_svm_Scan12_Photo4_-_1_4_OfficialScore_Top1AsImageCLEF2011;1368041641333__run2_OfficialScore_Top1AsImageCLEF2011;1368041861286__run3_OfficialScore_Top1AsImageCLEF2011;1368045672892__DBISForMaT_run3_crossval2013_svm_feature4_config60_1_2_3_OfficialScore_Top1AsImageCLEF2011;1368045820175__DBISForMaT_run4_crossval2013_svm_feature5_config80_Photo14_1_3_3_OfficialScore_Top1AsImageCLEF2011;1368049985079__plantnet_inria_run4_OfficialScore_Top1AsImageCLEF2011;1368050270540__SCG USP_run4_OfficialScore_Top1AsImageCLEF2011;1368063045390__AgSPPR_run2_OfficialScore_Top1AsImageCLEF2011;1368066775910__AgSPPR_run3_OfficialScore_Top1AsImageCLEF2011;1368093262111__Run3_OfficialScore_Top1AsImageCLEF2011;1368163545166__Sabanci-Okan-Run1_OfficialScore_Top1AsImageCLEF2011;1368165605197__new2_100_OfficialScore_Top1AsImageCLEF2011;
Photinia serrulata;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Phytolacca americana;28;8;10;8;38;16;0,035;0,033;0,000;0,000;0,000;0,031;0,034;0,056;0,000;0,000;0,038;0,015;0,000;0,016;0,015;0,006;0,087;0,036;0,000;0,014;0,000;0,000;0,063;0,035;0,000;0,071;0,122;0,036;0,000;0,000;0,035;0,048;0,014;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,071;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,071;0,071;0,000;0,000;0,000;0,000;0,000;0,000;
Pinus halepensis;54;11;24;17;78;28;0,000;0,000;0,000;0,000;0,000;0,306;0,295;0,264;0,090;0,145;0,050;0,023;0,000;0,085;0,105;0,069;0,130;0,138;0,002;0,016;0,107;0,107;0,319;0,366;0,107;0,095;0,186;0,028;0,000;0,000;0,000;0,160;0,016;0,000;0,000;0,000;0,000;0,000;0,224;0,190;0,190;0,000;0,036;0,048;0,000;0,000;0,000;0,000;0,000;0,000;0,036;0,000;0,000;0,107;0,107;0,224;0,165;0,107;0,095;0,089;0,000;0,000;0,000;0,000;0,024;0,000;
Pistacia lentiscus;79;28;35;25;114;53;0,012;0,017;0,023;0,023;0,001;0,088;0,084;0,210;0,039;0,063;0,000;0,013;0,000;0,021;0,027;0,016;0,050;0,263;0,027;0,015;0,067;0,042;0,563;0,304;0,045;0,050;0,183;0,021;0,000;0,000;0,012;0,019;0,015;0,000;0,000;0,008;0,008;0,000;0,006;0,000;0,131;0,017;0,048;0,000;0,000;0,000;0,000;0,000;0,000;0,014;0,042;0,000;0,000;0,067;0,042;0,470;0,242;0,045;0,050;0,145;0,000;0,000;0,000;0,000;0,000;0,000;
Pistacia terebinthus;63;17;12;12;75;29;0,000;0,000;0,000;0,000;0,000;0,238;0,238;0,164;0,016;0,018;0,000;0,018;0,000;0,036;0,041;0,021;0,149;0,346;0,020;0,016;0,318;0,136;0,412;0,303;0,227;0,091;0,151;0,004;0,000;0,000;0,000;0,132;0,016;0,000;0,000;0,000;0,000;0,000;0,182;0,182;0,091;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,091;0,273;0,000;0,000;0,318;0,136;0,318;0,182;0,227;0,091;0,091;0,000;0,000;0,000;0,000;0,091;0,000;
Pittosporum tenuifolium;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pittosporum tobira;197;12;19;8;216;20;0,001;0,001;0,000;0,000;0,122;0,492;0,482;0,302;0,100;0,103;0,014;0,008;0,000;0,264;0,244;0,082;0,209;0,715;0,072;0,016;0,083;0,000;0,729;0,642;0,000;0,017;0,374;0,026;0,000;0,000;0,017;0,237;0,016;0,000;0,000;0,000;0,000;0,117;0,383;0,333;0,183;0,083;0,083;0,000;0,000;0,000;0,042;0,042;0,000;0,167;0,658;0,017;0,000;0,083;0,000;0,625;0,533;0,000;0,017;0,350;0,000;0,000;0,000;0,017;0,125;0,000;
Plantago media;14;7;9;9;23;16;0,029;0,061;0,000;0,000;0,000;0,089;0,098;0,047;0,000;0,000;0,000;0,000;0,000;0,025;0,026;0,000;0,057;0,195;0,000;0,014;0,167;0,167;0,213;0,376;0,167;0,250;0,186;0,000;0,000;0,000;0,029;0,010;0,014;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,167;0,000;0,000;0,167;0,167;0,167;0,333;0,167;0,250;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Platanus x hispanica;183;57;87;56;270;113;0,007;0,007;0,314;0,314;0,191;0,595;0,659;0,512;0,305;0,314;0,005;0,005;0,000;0,191;0,192;0,278;0,227;0,648;0,106;0,017;0,358;0,300;0,729;0,791;0,300;0,059;0,413;0,014;0,000;0,000;0,118;0,360;0,017;0,000;0,000;0,215;0,215;0,189;0,514;0,588;0,442;0,202;0,210;0,000;0,000;0,000;0,086;0,089;0,104;0,137;0,597;0,040;0,000;0,358;0,300;0,602;0,758;0,300;0,059;0,346;0,000;0,000;0,000;0,112;0,218;0,000;
Populus alba;62;7;23;9;85;16;0,004;0,009;0,021;0,021;0,000;0,258;0,235;0,096;0,076;0,088;0,000;0,000;0,000;0,053;0,045;0,050;0,041;0,120;0,019;0,016;0,054;0,000;0,262;0,455;0,012;0,000;0,288;0,032;0,000;0,000;0,000;0,052;0,016;0,000;0,000;0,000;0,000;0,000;0,140;0,083;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,012;0,000;0,000;0,054;0,000;0,149;0,280;0,012;0,000;0,244;0,000;0,000;0,000;0,000;0,000;0,000;
Populus nigra;86;9;19;12;105;21;0,007;0,007;0,052;0,046;0,000;0,140;0,153;0,109;0,168;0,272;0,000;0,005;0,000;0,039;0,036;0,039;0,046;0,194;0,058;0,015;0,029;0,048;0,158;0,147;0,048;0,000;0,139;0,038;0,000;0,000;0,007;0,011;0,015;0,000;0,000;0,000;0,000;0,000;0,029;0,000;0,029;0,000;0,214;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,071;0,000;0,000;0,029;0,048;0,048;0,000;0,048;0,000;0,071;0,000;0,000;0,000;0,000;0,000;0,000;
Populus tremula;24;5;3;3;27;8;0,000;0,000;0,000;0,000;0,000;0,013;0,013;0,011;0,361;0,361;0,000;0,000;0,000;0,009;0,009;0,020;0,010;0,009;0,000;0,016;0,000;0,000;0,000;0,015;0,000;0,000;0,010;0,000;0,000;0,000;0,000;0,042;0,016;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Populus trichocarpa;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Potentilla recta;16;4;7;4;23;8;0,000;0,000;0,031;0,031;0,000;0,085;0,143;0,121;0,002;0,002;0,003;0,005;0,000;0,015;0,015;0,002;0,022;0,074;0,000;0,015;0,000;0,000;0,054;0,043;0,000;0,000;0,031;0,000;0,000;0,000;0,000;0,000;0,015;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Prunus avium;68;10;13;10;81;20;0,000;0,063;0,000;0,000;0,060;0,056;0,057;0,059;0,085;0,095;0,001;0,001;0,000;0,106;0,103;0,028;0,063;0,116;0,024;0,017;0,048;0,048;0,101;0,166;0,048;0,000;0,108;0,009;0,000;0,000;0,000;0,154;0,017;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,048;0,048;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,048;0,048;0,000;0,048;0,048;0,000;0,000;0,000;0,000;0,000;0,000;0,048;0,000;
Prunus dulcis;85;10;69;6;154;16;0,017;0,054;0,247;0,233;0,220;0,132;0,166;0,111;0,315;0,316;0,004;0,017;0,000;0,243;0,243;0,038;0,131;0,276;0,032;0,017;0,033;0,138;0,348;0,358;0,138;0,030;0,209;0,030;0,000;0,000;0,017;0,330;0,017;0,000;0,000;0,197;0,197;0,135;0,007;0,000;0,000;0,250;0,250;0,003;0,005;0,000;0,125;0,125;0,000;0,007;0,164;0,000;0,000;0,033;0,138;0,263;0,169;0,138;0,030;0,133;0,000;0,000;0,000;0,000;0,003;0,000;
Prunus laurocerasus;52;6;35;8;87;14;0,001;0,008;0,024;0,024;0,147;0,104;0,123;0,058;0,036;0,044;0,000;0,000;0,000;0,023;0,026;0,015;0,020;0,232;0,046;0,015;0,000;0,029;0,088;0,096;0,029;0,000;0,141;0,013;0,000;0,000;0,009;0,152;0,015;0,000;0,000;0,000;0,000;0,143;0,016;0,000;0,008;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,151;0,000;0,000;0,000;0,029;0,000;0,016;0,029;0,000;0,008;0,000;0,000;0,000;0,008;0,048;0,000;
Prunus mahaleb;52;10;10;9;62;19;0,010;0,030;0,035;0,035;0,417;0,067;0,070;0,088;0,088;0,062;0,252;0,165;0,000;0,059;0,063;0,005;0,098;0,294;0,043;0,018;0,083;0,042;0,256;0,450;0,042;0,000;0,229;0,008;0,000;0,000;0,003;0,003;0,018;0,000;0,000;0,000;0,000;0,417;0,000;0,000;0,000;0,000;0,000;0,083;0,042;0,000;0,000;0,000;0,000;0,000;0,125;0,000;0,000;0,083;0,042;0,000;0,167;0,042;0,000;0,083;0,000;0,000;0,000;0,000;0,000;0,000;
Prunus padus;37;5;6;4;43;9;0,100;0,029;0,167;0,167;0,000;0,017;0,018;0,017;0,005;0,005;0,072;0,046;0,000;0,028;0,034;0,010;0,072;0,012;0,056;0,017;0,000;0,000;0,034;0,066;0,000;0,167;0,064;0,013;0,000;0,000;0,100;0,076;0,017;0,000;0,000;0,167;0,167;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,167;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Prunus serotina;11;4;5;1;16;5;0,067;0,067;0,000;0,000;0,000;0,000;0,000;0,000;0,023;0,022;0,000;0,000;0,000;0,016;0,016;0,000;0,014;0,016;0,000;0,016;0,000;0,000;0,009;0,017;0,000;0,000;0,022;0,000;0,000;0,000;0,000;0,000;0,016;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Prunus serrulata;36;4;10;3;46;7;0,046;0,087;0,000;0,000;0,000;0,008;0,010;0,017;0,000;0,000;0,000;0,000;0,000;0,023;0,011;0,005;0,034;0,012;0,000;0,017;0,000;0,000;0,017;0,021;0,000;0,000;0,015;0,086;0,000;0,000;0,012;0,000;0,017;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,083;0,000;0,000;0,000;0,000;0,000;
Prunus spinosa;58;17;14;14;72;31;0,025;0,057;0,015;0,015;0,045;0,109;0,114;0,080;0,105;0,106;0,002;0,053;0,000;0,107;0,118;0,036;0,201;0,080;0,015;0,019;0,091;0,182;0,059;0,174;0,091;0,136;0,098;0,005;0,000;0,000;0,025;0,332;0,019;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,091;0,091;0,000;0,000;0,000;0,000;0,000;0,000;0,182;0,000;0,000;0,000;0,091;0,182;0,000;0,091;0,091;0,136;0,000;0,000;0,000;0,000;0,000;0,182;0,000;
Pterocarya fraxinifolia;51;2;0;0;51;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pulsatilla alpina;21;5;9;6;30;11;0,021;0,020;0,200;0,240;0,000;0,216;0,371;0,084;0,069;0,069;0,003;0,000;0,000;0,081;0,081;0,017;0,233;0,240;0,004;0,017;0,067;0,067;0,415;0,758;0,067;0,117;0,063;0,002;0,000;0,000;0,021;0,367;0,017;0,000;0,000;0,000;0,000;0,000;0,067;0,200;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,067;0,100;0,000;0,000;0,067;0,067;0,233;0,600;0,067;0,117;0,000;0,000;0,000;0,000;0,000;0,100;0,000;
Punica granatum;47;9;15;6;62;15;0,022;0,151;0,021;0,021;0,156;0,335;0,286;0,212;0,301;0,303;0,000;0,000;0,000;0,048;0,047;0,021;0,270;0,368;0,022;0,019;0,250;0,275;0,506;0,394;0,275;0,250;0,193;0,063;0,000;0,000;0,044;0,379;0,019;0,000;0,125;0,000;0,000;0,025;0,300;0,250;0,125;0,250;0,250;0,000;0,000;0,000;0,000;0,000;0,000;0,250;0,325;0,000;0,000;0,250;0,275;0,475;0,325;0,275;0,250;0,100;0,000;0,000;0,000;0,025;0,375;0,000;
Quercus cerris;46;8;16;6;62;14;0,002;0,002;0,000;0,000;0,000;0,028;0,029;0,026;0,244;0,240;0,000;0,008;0,000;0,027;0,027;0,014;0,140;0,053;0,005;0,021;0,021;0,000;0,038;0,114;0,000;0,000;0,042;0,041;0,000;0,000;0,000;0,042;0,021;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,083;0,083;0,000;0,000;0,000;0,000;0,000;0,000;0,125;0,000;0,000;0,000;0,021;0,000;0,000;0,042;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Quercus coccifera;61;11;8;6;69;17;0,015;0,015;0,000;0,000;0,000;0,187;0,184;0,174;0,088;0,111;0,000;0,000;0,000;0,192;0,197;0,150;0,015;0,472;0,000;0,022;0,000;0,000;0,504;0,450;0,000;0,000;0,232;0,008;0,000;0,000;0,015;0,000;0,022;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,167;0,167;0,000;0,000;0,167;0,000;0,000;0,000;0,000;0,333;0,333;0,000;0,000;0,056;0,000;0,000;0,000;0,000;0,000;0,000;
Quercus ilex;235;59;68;61;303;120;0,011;0,041;0,242;0,241;0,022;0,387;0,377;0,409;0,155;0,200;0,000;0,015;0,000;0,266;0,278;0,177;0,176;0,406;0,235;0,021;0,224;0,143;0,644;0,425;0,173;0,174;0,367;0,029;0,000;0,000;0,038;0,237;0,021;0,002;0,009;0,142;0,142;0,000;0,204;0,204;0,313;0,108;0,182;0,000;0,000;0,000;0,156;0,158;0,119;0,101;0,331;0,034;0,000;0,224;0,143;0,580;0,329;0,173;0,174;0,270;0,000;0,000;0,000;0,030;0,210;0,000;
Quercus palustris;2;1;0;0;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quercus petraea;10;4;2;2;12;6;0,050;0,050;0,000;0,000;0,000;0,029;0,029;0,023;0,008;0,009;0,000;0,000;0,000;0,016;0,016;0,005;0,011;0,000;0,000;0,022;0,000;0,000;0,006;0,013;0,000;0,000;0,045;0,026;0,000;0,000;0,000;0,000;0,022;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Quercus pubescens;94;19;27;15;121;34;0,000;0,071;0,036;0,036;0,000;0,158;0,155;0,172;0,070;0,118;0,001;0,010;0,000;0,061;0,077;0,046;0,056;0,095;0,044;0,021;0,000;0,000;0,135;0,167;0,000;0,071;0,111;0,011;0,000;0,000;0,016;0,021;0,021;0,000;0,071;0,000;0,000;0,000;0,048;0,048;0,024;0,000;0,071;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,071;0,060;0,000;0,000;0,000;0,016;0,000;0,000;
Quercus robur;96;13;27;19;123;32;0,017;0,012;0,036;0,041;0,167;0,154;0,147;0,060;0,076;0,081;0,029;0,009;0,000;0,139;0,141;0,053;0,087;0,096;0,020;0,023;0,000;0,021;0,104;0,184;0,021;0,021;0,200;0,014;0,000;0,000;0,017;0,063;0,023;0,000;0,000;0,000;0,000;0,167;0,028;0,028;0,000;0,021;0,021;0,000;0,000;0,000;0,083;0,083;0,000;0,000;0,000;0,000;0,000;0,000;0,021;0,000;0,083;0,021;0,021;0,083;0,000;0,000;0,000;0,000;0,010;0,000;
Quercus rubra;46;8;14;7;60;15;0,003;0,003;0,000;0,000;0,020;0,016;0,018;0,017;0,140;0,119;0,000;0,001;0,000;0,036;0,033;0,033;0,070;0,050;0,000;0,024;0,050;0,133;0,016;0,079;0,133;0,067;0,071;0,005;0,000;0,000;0,003;0,008;0,024;0,000;0,000;0,000;0,000;0,020;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,033;0,000;0,000;0,000;0,050;0,133;0,000;0,000;0,133;0,067;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Ranunculus ficaria;26;15;17;17;43;32;0,028;0,031;0,139;0,139;0,071;0,491;0,503;0,467;0,057;0,057;0,021;0,030;0,000;0,085;0,089;0,014;0,111;0,403;0,025;0,020;0,000;0,250;0,353;0,315;0,321;0,179;0,265;0,000;0,000;0,000;0,028;0,296;0,020;0,000;0,000;0,071;0,071;0,071;0,357;0,357;0,393;0,036;0,036;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,214;0,000;0,000;0,000;0,250;0,179;0,000;0,321;0,179;0,214;0,000;0,000;0,000;0,000;0,214;0,000;
Rhamnus alaternus;20;10;20;8;40;18;0,005;0,010;0,056;0,056;0,083;0,192;0,209;0,064;0,003;0,003;0,000;0,000;0,000;0,028;0,031;0,004;0,064;0,108;0,002;0,023;0,000;0,000;0,069;0,140;0,000;0,333;0,089;0,000;0,000;0,000;0,005;0,304;0,023;0,000;0,000;0,000;0,000;0,083;0,167;0,167;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,333;0,000;0,000;0,000;0,000;0,000;0,194;0,000;
Rhamnus cathartica;19;4;1;1;20;5;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,016;0,014;0,000;0,026;0,020;0,000;0,029;0,000;0,000;0,000;0,030;0,000;0,000;0,020;0,000;0,000;0,000;0,000;0,000;0,029;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Rhus coriaria;18;4;2;2;20;6;0,000;0,000;0,000;0,000;0,000;0,009;0,009;0,009;0,071;0,100;0,000;0,000;0,000;0,011;0,015;0,007;0,015;0,000;0,000;0,026;0,000;0,000;0,000;0,039;0,000;0,000;0,010;0,000;0,000;0,000;0,000;0,000;0,026;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Rhus typhina;26;3;1;1;27;4;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,031;0,025;0,019;0,021;0,019;0,000;0,023;0,000;0,000;0,016;0,067;0,000;0,000;0,023;0,000;0,000;0,000;0,000;0,000;0,023;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
Robinia pseudoacacia;199;48;65;44;264;92;0,039;0,047;0,128;0,117;0,097;0,434;0,505;0,325;0,254;0,269;0,011;0,053;0,000;0,154;0,177;0,320;0,152;0,687;0,170;0,026;0,328;0,091;0,558;0,734;0,093;0,080;0,384;0,017;0,000;0,000;0,239;0,127;0,026;0,000;0,000;0,081;0,081;0,074;0,229;0,305;0,201;0,164;0,164;0,000;0,000;0,000;0,007;0,044;0,217;0,070;0,586;0,069;0,000;0,328;0,091;0,443;0,622;0,093;0,080;0,235;0,000;0,000;0,000;0,200;0,034;0,000;
Rosa canina;45;13;13;13;58;26;0,000;0,057;0,093;0,093;0,000;0,420;0,402;0,417;0,083;0,083;0,136;0,016;0,000;0,181;0,190;0,063;0,106;0,323;0,007;0,024;0,241;0,185;0,404;0,462;0,185;0,185;0,319;0,010;0,000;0,000;0,000;0,100;0,024;0,000;0,000;0,074;0,074;0,000;0,352;0,352;0,370;0,000;0,000;0,111;0,000;0,000;0,111;0,111;0,000;0,037;0,222;0,000;0,000;0,241;0,185;0,278;0,389;0,185;0,185;0,241;0,000;0,000;0,000;0,000;0,074;0,000;
Rosa pendulina;23;7;12;7;35;14;0,002;0,059;0,125;0,125;0,000;0,177;0,298;0,168;0,012;0,012;0,044;0,095;0,000;0,013;0,017;0,000;0,119;0,181;0,019;0,023;0,083;0,083;0,431;0,366;0,083;0,083;0,164;0,003;0,000;0,000;0,000;0,146;0,023;0,000;0,042;0,000;0,000;0,000;0,104;0,208;0,104;0,000;0,000;0,000;0,042;0,000;0,000;0,000;0,000;0,042;0,042;0,000;0,000;0,083;0,083;0,208;0,167;0,083;0,083;0,042;0,000;0,000;0,000;0,000;0,146;0,000;
Rubus fruticosus;21;5;4;4;25;9;0,000;0,031;0,000;0,000;0,125;0,015;0,040;0,031;0,007;0,007;0,019;0,074;0,000;0,035;0,025;0,011;0,036;0,100;0,007;0,026;0,000;0,000;0,083;0,101;0,000;0,000;0,039;0,000;0,000;0,000;0,000;0,300;0,026;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,250;0,000;
Ruscus aculeatus;26;11;32;6;58;17;0,108;0,108;0,000;0,000;0,002;0,233;0,256;0,061;0,055;0,066;0,000;0,000;0,000;0,024;0,023;0,081;0,032;0,080;0,001;0,035;0,000;0,026;0,092;0,228;0,026;0,000;0,076;0,037;0,000;0,000;0,108;0,046;0,035;0,000;0,000;0,000;0,000;0,000;0,060;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,014;0,000;0,000;0,000;0,026;0,020;0,024;0,026;0,000;0,000;0,000;0,000;0,000;0,000;0,043;0,000;
